policy_id,reference_column,ref_number,url,error,country,policy_title,error_category
211002119,reference,1,https://www.aer.gov.au/system/files/Chapter%206%20Electricity%20retail%20markets%202007.pdf,"HTTPSConnectionPool(host='www.aer.gov.au', port=443): Read timed out. (read timeout=30)",Australia,New South Wales Electricity Retailer Greenhouse Benchmarks Australia (2002),Timeout
211002121,reference,1,https://www.ipart.nsw.gov.au/Home/Industries/Energy/Energy-Savings-Scheme/Greenhouse-Gas-Reduction-Scheme,"HTTPSConnectionPool(host='www.ipart.nsw.gov.au', port=443): Read timed out. (read timeout=30)",Australia,New South Wales Greenhouse Gas Reduction Scheme - Demand-side Abatement (DSA) Australia (2003),Timeout
211002241,reference,1,http://www.procelinfo.com.br/main.asp,"HTTPConnectionPool(host='www.procelinfo.com.br', port=80): Max retries exceeded with url: /main.asp (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232F167F950>, 'Connection to www.procelinfo.com.br timed out. (connect timeout=30)'))",Brazil,PROCEL Seal and label Brazil (1993),Timeout
211002262,reference,1,https://www.energyrating.gov.au/sites/default/files/2022-12/2007-minister-env-light-bulb-ban_0.pdf,"HTTPSConnectionPool(host='www.energyrating.gov.au', port=443): Read timed out. (read timeout=30)",Australia,Phase Out of Inefficient Lightbulbs Australia (2007),Timeout
211002274,reference,1,http://www.meti.go.jp,"HTTPConnectionPool(host='www.meti.go.jp', port=80): Read timed out. (read timeout=30)",Japan,Planned Voluntary Emissions Trading Scheme Japan (2002),Timeout
211002317,reference,1,http://www.braziliannr.com/brazilian-environmental-legislation/,"HTTPConnectionPool(host='www.braziliannr.com', port=80): Read timed out. (read timeout=30)",Brazil,Program for Controlling Air Pollution from Motorcycles and Similar Vehicles – Promot Brazil (2002),Timeout
211002333,reference,1,http://www.meti.go.jp/english/index.html,"HTTPConnectionPool(host='www.meti.go.jp', port=80): Read timed out. (read timeout=30)",Japan,Promotion for Development and Dissemination of PV systems Japan (1997),Timeout
211002334,reference,1,http://www.meti.go.jp/english/index.html,"HTTPConnectionPool(host='www.meti.go.jp', port=80): Read timed out. (read timeout=30)",Japan,Promotion for the Local Introduction of New Energy Japan (1998),Timeout
211002341,reference,1,http://www.enecho.meti.go.jp/en/category/others/basic_plan/pdf/4th_strategic_energy_plan.pdf,"HTTPConnectionPool(host='www.enecho.meti.go.jp', port=80): Read timed out. (read timeout=30)",Japan,"Promotion of Home Energy Management System (HEMS), Building Energy Management System (BEMS) Japan (2001)",Timeout
211002366,reference,1,https://www.my.gov.sa/wps/portal/snp/aboutksa/transport/!ut/p/z0/04_Sj9CPykssy0xPLMnMz0vMAfIjo8zijQx93d0NDYz8DczCLA0CQ4KCg1zMfL1MXAz1g1Pz9AuyHRUBZ4wtsg!!/,"HTTPSConnectionPool(host='www.my.gov.sa', port=443): Max retries exceeded with url: /wps/portal/snp/aboutksa/transport/!ut/p/z0/04_Sj9CPykssy0xPLMnMz0vMAfIjo8zijQx93d0NDYz8DczCLA0CQ4KCg1zMfL1MXAz1g1Pz9AuyHRUBZ4wtsg!!/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x00000232EFD70D50>, 'Connection to www.my.gov.sa timed out. (connect timeout=30)'))",Saudi Arabia,Public Transport Development Master Plan Saudi Arabia (2013),Timeout
211002370,reference,1,http://www.usbr.gov/power/legislation/purpa.pdf,"HTTPConnectionPool(host='www.usbr.gov', port=80): Max retries exceeded with url: /power/legislation/purpa.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232EFD73D50>, 'Connection to www.usbr.gov timed out. (connect timeout=30)'))",United States of America,Public Utility Regulatory Policies Act United States of America (1978),Timeout
211002375,reference,1,http://www.meti.go.jp/english/report/index.html,"HTTPConnectionPool(host='www.meti.go.jp', port=80): Read timed out. (read timeout=30)",Japan,Publication of the White Paper on Energy Japan (2004),Timeout
211002419,reference,1,http://www.industrie.gouv.fr/cgi-bin/industrie/frame0.pl?url=/energie/sommaire.htm,"HTTPConnectionPool(host='www.industrie.gouv.fr', port=80): Max retries exceeded with url: /cgi-bin/industrie/frame0.pl?url=/energie/sommaire.htm (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000232F21AC910>, 'Connection to www.industrie.gouv.fr timed out. (connect timeout=30)'))",France,Reduced VAT for Residential Renewable Energy Equipment France (1999),Timeout
211002451,reference,1,http://www.conventuslaw.com/report/indonesia-update-tariff-framework-for-renewable/,"HTTPSConnectionPool(host='www.conventuslaw.com', port=443): Max retries exceeded with url: /report/indonesia-update-tariff-framework-for-renewable/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x00000232EF4057D0>, 'Connection to www.conventuslaw.com timed out. (connect timeout=30)'))",Indonesia,Regulation 50/2017 revising of feed-in tariff for renewable energy Indonesia (2017),Timeout
211002506,reference,1,http://www.climatechange.gov.au,"HTTPSConnectionPool(host='www.dcceew.gov.au', port=443): Read timed out. (read timeout=30)",Australia,Renewable Energy Industry Programme (REIP) Australia (1998),Timeout
